ID;roomID;roomNo;Description;areClosed;Area (m2);Vertex_Indices;World_Coords_XY
17;100;;;0;10,51;[34, 35, 37, 36];[(51.639, -17.472), (52.561, -17.472), (52.561, -6.07), (51.639, -6.07)]
18;100;;;0;0,46;[36, 37, 39, 38];[(51.639, -6.07), (52.561, -6.07), (52.561, -5.57), (51.639, -5.57)]
19;100;;;0;2,21;[38, 39, 41, 40];[(51.639, -5.57), (52.561, -5.57), (52.561, -3.176), (51.639, -3.176)]
20;100;;;0;0,34;[40, 41, 43, 42];[(51.639, -3.176), (52.561, -3.176), (52.561, -2.807), (51.639, -2.807)]
21;100;;;0;5,74;[42, 43, 45, 44];[(51.639, -2.807), (52.561, -2.807), (52.561, 3.416), (51.639, 3.416)]
22;100;;;0;0,36;[44, 45, 47, 46];[(51.639, 3.416), (52.561, 3.416), (52.561, 3.808), (51.639, 3.808)]
23;100;;;0;4,59;[46, 47, 49, 48];[(51.639, 3.808), (52.561, 3.808), (52.561, 8.791), (51.639, 8.791)]
24;100;;;0;0,98;[48, 49, 51, 50];[(51.639, 8.791), (52.561, 8.791), (52.561, 9.857), (51.639, 9.857)]
25;100;;;0;9,16;[48, 50, 53, 52];[(51.639, 8.791), (51.639, 9.857), (43.044, 9.857), (43.044, 8.791)]
26;100;;;0;0,72;[52, 53, 55, 54];[(43.044, 8.791), (43.044, 9.857), (42.37, 9.857), (42.37, 8.791)]
27;100;;;0;3,78;[54, 55, 57, 56];[(42.37, 8.791), (42.37, 9.857), (38.823, 9.857), (38.823, 8.791)]
28;100;;;0;0,74;[56, 57, 59, 58];[(38.823, 8.791), (38.823, 9.857), (38.127, 9.857), (38.127, 8.791)]
29;100;;;0;9,19;[58, 59, 61, 60];[(38.127, 8.791), (38.127, 9.857), (29.51, 9.857), (29.51, 8.791)]
30;100;;;0;0,97;[60, 61, 63, 62];[(29.51, 8.791), (29.51, 9.857), (28.596, 9.857), (28.596, 8.791)]
31;100;;;0;6,54;[60, 62, 65, 64];[(29.51, 8.791), (28.596, 8.791), (28.596, 1.632), (29.51, 1.632)]
32;100;;;0;0,30;[64, 65, 67, 66];[(29.51, 1.632), (28.596, 1.632), (28.596, 1.306), (29.51, 1.306)]
33;100;;;0;1,91;[66, 67, 69, 68];[(29.51, 1.306), (28.596, 1.306), (28.596, -0.783), (29.51, -0.783)]
34;100;;;0;0,30;[68, 69, 71, 70];[(29.51, -0.783), (28.596, -0.783), (28.596, -1.109), (29.51, -1.109)]
35;100;;;0;5,51;[70, 71, 73, 72];[(29.51, -1.109), (28.596, -1.109), (28.596, -7.137), (29.51, -7.137)]
36;100;;;0;0,48;[72, 73, 75, 74];[(29.51, -7.137), (28.596, -7.137), (28.596, -7.659), (29.51, -7.659)]
37;100;;;0;5,19;[74, 75, 77, 76];[(29.51, -7.659), (28.596, -7.659), (28.596, -13.338), (29.51, -13.338)]
38;100;;;0;0,72;[76, 77, 79, 78];[(29.51, -13.338), (28.596, -13.338), (28.596, -14.121), (29.51, -14.121)]
39;100;;;0;2,90;[78, 79, 81, 80];[(29.51, -14.121), (28.596, -14.121), (28.596, -17.298), (29.51, -17.298)]
40;100;;;0;0,32;[80, 81, 83, 82];[(29.51, -17.298), (28.596, -17.298), (28.596, -17.646), (29.51, -17.646)]
41;100;;;0;0,50;[82, 83, 85, 84];[(29.51, -17.646), (28.596, -17.646), (28.596, -18.19), (29.51, -18.19)]
42;100;;;0;0,69;[88, 86, 87, 632, 89];[(13.539, -18.19), (13.539, -17.298), (12.771, -17.298), (12.771, -17.91), (12.771, -18.19)]
43;100;;;0;2,99;[87, 86, 90, 91];[(12.771, -17.298), (13.539, -17.298), (13.539, -13.407), (12.771, -13.407)]
44;100;;;0;13,43;[83, 81, 86, 88, 85];[(28.596, -17.646), (28.596, -17.298), (13.539, -17.298), (13.539, -18.19), (28.596, -18.19)]
45;100;;;0;0,15;[91, 90, 92, 93];[(12.771, -13.407), (13.539, -13.407), (13.539, -13.218), (12.771, -13.218)]
46;100;;;0;1,35;[93, 92, 94, 95];[(12.771, -13.218), (13.539, -13.218), (13.539, -11.456), (12.771, -11.456)]
47;100;;;0;0,13;[95, 94, 96, 97];[(12.771, -11.456), (13.539, -11.456), (13.539, -11.282), (12.771, -11.282)]
48;100;;;0;1,76;[97, 96, 98, 99];[(12.771, -11.282), (13.539, -11.282), (13.539, -8.994), (12.771, -8.994)]
49;100;;;0;0,34;[99, 98, 100, 101];[(12.771, -8.994), (13.539, -8.994), (13.539, -8.553), (12.771, -8.553)]
50;100;;;0;3,19;[101, 100, 102, 103];[(12.771, -8.553), (13.539, -8.553), (13.539, -4.398), (12.771, -4.398)]
51;100;;;0;0,14;[103, 102, 104, 105];[(12.771, -4.398), (13.539, -4.398), (13.539, -4.22), (12.771, -4.22)]
52;100;;;0;0,47;[105, 104, 106, 107];[(12.771, -4.22), (13.539, -4.22), (13.539, -3.611), (12.771, -3.611)]
53;100;;;0;1,30;[108, 111, 113, 110];[(16.974, -4.398), (18.068, -2.95), (17.093, -2.859), (16.331, -3.611)]
54;100;;;0;5,64;[114, 115, 117, 116];[(17.093, 4.915), (18.068, 4.915), (18.068, 10.695), (17.093, 10.695)]
55;100;;;0;6,93;[113, 111, 112, 109];[(17.093, -2.859), (18.068, -2.95), (18.068, 4.197), (17.093, 4.197)]
56;100;;;0;0,70;[109, 112, 115, 114];[(17.093, 4.197), (18.068, 4.197), (18.068, 4.915), (17.093, 4.915)]
57;100;;;0;2,45;[104, 102, 108, 110, 106];[(13.539, -4.22), (13.539, -4.398), (16.974, -4.398), (16.331, -3.611), (13.539, -3.611)]
58;100;;;0;0,36;[116, 117, 119, 118];[(17.093, 10.695), (18.068, 10.695), (18.068, 11.06), (17.093, 11.06)]
59;100;;;0;2,55;[118, 119, 121, 120];[(17.093, 11.06), (18.068, 11.06), (18.068, 13.679), (17.093, 13.679)]
60;100;;;0;0,71;[120, 121, 123, 124, 122];[(17.093, 13.679), (18.068, 13.679), (18.068, 14.409), (17.243, 14.409), (17.093, 14.409)]
61;100;;;0;7,65;[124, 123, 125, 126];[(17.243, 14.409), (18.068, 14.409), (18.068, 23.677), (17.243, 23.677)]
62;100;;;0;0,85;[126, 125, 127, 128];[(17.243, 23.677), (18.068, 23.677), (18.068, 24.709), (17.243, 24.709)]
63;100;;;0;4,11;[128, 127, 129, 130];[(17.243, 24.709), (18.068, 24.709), (18.068, 29.696), (17.243, 29.696)]
64;100;;;0;0,30;[130, 129, 131, 132];[(17.243, 29.696), (18.068, 29.696), (18.068, 30.061), (17.243, 30.061)]
65;100;;;0;4,88;[132, 131, 133, 134];[(17.243, 30.061), (18.068, 30.061), (18.068, 35.979), (17.243, 35.979)]
66;100;;;0;0,69;[134, 133, 135, 136];[(17.243, 35.979), (18.068, 35.979), (18.068, 36.81), (17.243, 36.81)]
67;100;;;0;6,94;[134, 136, 138, 137];[(17.243, 35.979), (17.243, 36.81), (8.895, 36.81), (8.895, 35.979)]
68;100;;;0;0,49;[137, 138, 140, 139];[(8.895, 35.979), (8.895, 36.81), (8.303, 36.81), (8.303, 35.979)]
69;100;;;0;0,69;[139, 140, 142, 141];[(8.303, 35.979), (8.303, 36.81), (7.472, 36.81), (7.472, 35.979)]
70;100;;;0;2,92;[141, 142, 144, 143];[(7.472, 35.979), (7.472, 36.81), (3.959, 36.81), (3.959, 35.979)]
71;100;;;0;0,62;[143, 144, 146, 145];[(3.959, 35.979), (3.959, 36.81), (3.216, 36.81), (3.216, 35.979)]
72;100;;;0;4,67;[145, 146, 148, 147];[(3.216, 35.979), (3.216, 36.81), (-2.4, 36.81), (-2.4, 35.979)]
73;100;;;0;0,28;[147, 148, 150, 149];[(-2.4, 35.979), (-2.4, 36.81), (-2.74, 36.81), (-2.74, 35.979)]
74;100;;;0;2,57;[149, 150, 152, 151];[(-2.74, 35.979), (-2.74, 36.81), (-5.838, 36.81), (-5.838, 35.979)]
75;100;;;0;0,28;[151, 152, 154, 153];[(-5.838, 35.979), (-5.838, 36.81), (-6.178, 36.81), (-6.178, 35.979)]
76;100;;;0;3,93;[153, 154, 156, 155];[(-6.178, 35.979), (-6.178, 36.81), (-10.912, 36.81), (-10.912, 35.979)]
77;100;;;0;0,25;[155, 156, 158, 157];[(-10.912, 35.979), (-10.912, 36.81), (-11.215, 36.81), (-11.215, 35.979)]
78;100;;;0;6,13;[157, 158, 160, 159];[(-11.215, 35.979), (-11.215, 36.81), (-18.593, 36.81), (-18.593, 35.979)]
79;100;;;0;0,72;[159, 160, 162, 161];[(-18.593, 35.979), (-18.593, 36.81), (-19.462, 36.81), (-19.462, 35.979)]
80;100;;;0;2,80;[159, 161, 164, 163];[(-18.593, 35.979), (-19.462, 35.979), (-19.462, 32.752), (-18.593, 32.752)]
81;100;;;0;1,46;[163, 164, 166, 165];[(-18.593, 32.752), (-19.462, 32.752), (-19.462, 31.075), (-18.593, 31.075)]
82;100;;;0;0,56;[165, 166, 168, 167];[(-18.593, 31.075), (-19.462, 31.075), (-19.462, 30.425), (-18.593, 30.425)]
83;100;;;0;0,64;[167, 168, 170, 169];[(-18.593, 30.425), (-19.462, 30.425), (-19.462, 29.685), (-18.593, 29.685)]
84;100;;;0;0,23;[167, 169, 172, 171];[(-18.593, 30.425), (-18.593, 29.685), (-18.276, 29.685), (-18.276, 30.425)]
85;100;;;0;0,35;[170, 168, 175, 176];[(-19.462, 29.685), (-19.462, 30.425), (-19.931, 30.425), (-19.931, 29.685)]
86;100;;;0;0,30;[168, 166, 174, 175];[(-19.462, 30.425), (-19.462, 31.075), (-19.931, 31.075), (-19.931, 30.425)]
87;100;;;0;0,79;[166, 164, 173, 174];[(-19.462, 31.075), (-19.462, 32.752), (-19.931, 32.752), (-19.931, 31.075)]
88;100;;;0;1,29;[176, 175, 178, 179];[(-19.931, 29.685), (-19.931, 30.425), (-21.668, 30.425), (-21.668, 29.685)]
89;100;;;0;1,13;[175, 174, 177, 178];[(-19.931, 30.425), (-19.931, 31.075), (-21.668, 31.075), (-21.668, 30.425)]
90;100;;;0;2,59;[179, 178, 180, 181, 185];[(-21.668, 29.685), (-21.668, 30.425), (-24.615, 30.425), (-25.718, 29.685), (-25.036, 29.685)]
91;100;;;0;3,53;[181, 180, 184, 182, 183];[(-25.718, 29.685), (-24.615, 30.425), (-24.6, 31.777), (-26.791, 31.77), (-26.791, 30.833)]
92;100;;;0;8,15;[183, 182, 186, 187];[(-26.791, 30.833), (-26.791, 31.77), (-35.494, 31.77), (-35.494, 30.833)]
93;100;;;0;1,45;[187, 186, 188, 189];[(-35.494, 30.833), (-35.494, 31.77), (-36.461, 31.77), (-36.461, 29.7)]
94;100;;;0;1,60;[189, 188, 190, 191];[(-36.461, 29.7), (-36.461, 31.77), (-37.353, 31.77), (-37.353, 30.259)]
95;100;;;0;0,37;[189, 191, 193, 192];[(-36.461, 29.7), (-37.353, 30.259), (-37.353, 29.564), (-36.461, 29.564)]
96;100;;;0;3,88;[193, 191, 194, 195];[(-37.353, 29.564), (-37.353, 30.259), (-42.928, 30.259), (-42.928, 29.564)]
97;100;;;0;0,50;[195, 194, 196, 197];[(-42.928, 29.564), (-42.928, 30.259), (-43.654, 30.259), (-43.654, 29.564)]
98;100;;;0;7,18;[195, 197, 199, 198];[(-42.928, 29.564), (-43.654, 29.564), (-43.654, 19.663), (-42.928, 19.663)]
99;100;;;0;0,34;[198, 199, 201, 200];[(-42.928, 19.663), (-43.654, 19.663), (-43.654, 19.193), (-42.928, 19.193)]
100;100;;;0;3,13;[200, 201, 203, 202];[(-42.928, 19.193), (-43.654, 19.193), (-43.654, 14.877), (-42.928, 14.877)]
101;100;;;0;0,46;[202, 203, 205, 204];[(-42.928, 14.877), (-43.654, 14.877), (-43.654, 14.242), (-42.928, 14.242)]
102;100;;;0;13,78;[204, 205, 207, 206];[(-42.928, 14.242), (-43.654, 14.242), (-43.654, -4.757), (-42.928, -4.757)]
103;100;;;0;0,44;[206, 207, 209, 208];[(-42.928, -4.757), (-43.654, -4.757), (-43.654, -5.363), (-42.928, -5.363)]
104;100;;;0;12,93;[208, 209, 211, 210];[(-42.928, -5.363), (-43.654, -5.363), (-43.654, -23.197), (-42.928, -23.197)]
105;100;;;0;0,23;[210, 211, 213, 212];[(-42.928, -23.197), (-43.654, -23.197), (-43.654, -23.51), (-42.928, -23.51)]
106;100;;;0;4,79;[212, 213, 215, 214];[(-42.928, -23.51), (-43.654, -23.51), (-43.654, -30.116), (-42.928, -30.116)]
107;100;;;0;0,57;[214, 215, 217, 216];[(-42.928, -30.116), (-43.654, -30.116), (-43.654, -30.899), (-42.928, -30.899)]
108;100;;;0;13,56;[214, 216, 219, 218];[(-42.928, -30.116), (-42.928, -30.899), (-25.617, -30.899), (-25.617, -30.116)]
109;100;;;0;0,25;[218, 219, 221, 220];[(-25.617, -30.116), (-25.617, -30.899), (-25.304, -30.899), (-25.304, -30.116)]
110;100;;;0;1,56;[220, 221, 223, 222];[(-25.304, -30.116), (-25.304, -30.899), (-23.309, -30.899), (-23.309, -30.116)]
111;100;;;0;0,42;[222, 223, 225, 224];[(-23.309, -30.116), (-23.309, -30.899), (-22.82, -30.899), (-22.82, -29.953)]
112;100;;;0;1,78;[224, 225, 227, 226];[(-22.82, -29.953), (-22.82, -30.899), (-20.934, -30.899), (-20.934, -29.953)]
113;100;;;0;0,27;[226, 227, 229, 228];[(-20.934, -29.953), (-20.934, -30.899), (-20.644, -30.899), (-20.644, -29.953)]
114;100;;;0;13,17;[2, 228, 229, 0];[(-6.586, -29.975), (-20.644, -29.953), (-20.644, -30.899), (-6.586, -30.903)]
115;100;;;0;5,31;[2, 3, 231, 230];[(-6.586, -29.975), (-5.825, -29.975), (-5.825, -22.991), (-6.586, -22.991)]
116;100;;;0;0,21;[230, 231, 233, 232];[(-6.586, -22.991), (-5.825, -22.991), (-5.825, -22.711), (-6.586, -22.711)]
117;100;;;0;0,14;[232, 233, 235, 234];[(-6.586, -22.711), (-5.825, -22.711), (-5.825, -22.527), (-6.586, -22.527)]
118;1;;;0;1,00;[234, 235, 237, 236];[(-6.586, -22.527), (-5.825, -22.527), (-5.825, -21.216), (-6.586, -21.216)]
119;100;;;0;0,15;[236, 237, 239, 238];[(-6.586, -21.216), (-5.825, -21.216), (-5.825, -21.015), (-6.586, -21.015)]
120;100;;;0;0,53;[238, 239, 241, 240];[(-6.586, -21.015), (-5.825, -21.015), (-5.825, -20.324), (-6.586, -20.324)]
121;100;;;0;0,16;[240, 241, 243, 242];[(-6.586, -20.324), (-5.825, -20.324), (-5.825, -20.114), (-6.586, -20.114)]
122;100;;;0;6,36;[242, 243, 245, 244];[(-6.586, -20.114), (-5.825, -20.114), (-5.825, -11.755), (-6.586, -11.755)]
123;100;;;0;0,34;[244, 245, 247, 246];[(-6.586, -11.755), (-5.825, -11.755), (-5.825, -11.302), (-6.586, -11.302)]
124;100;;;0;5,33;[246, 247, 249, 248];[(-6.586, -11.302), (-5.825, -11.302), (-5.825, -4.303), (-6.586, -4.303)]
125;100;;;0;0,54;[248, 249, 251, 250];[(-6.586, -4.303), (-5.825, -4.303), (-5.825, -3.595), (-6.586, -3.595)]
126;100;;;0;1,97;[250, 251, 253, 252];[(-6.586, -3.595), (-5.825, -3.595), (-5.825, -1.002), (-6.586, -1.002)]
127;100;;;0;1,95;[817, 816, 255, 254];[(-6.586, -0.541), (-5.825, -0.541), (-5.825, 2.026), (-6.586, 2.026)]
128;100;;;0;0,23;[254, 255, 257, 256];[(-6.586, 2.026), (-5.825, 2.026), (-5.825, 2.334), (-6.586, 2.334)]
129;100;;;0;3,70;[256, 257, 259, 258];[(-6.586, 2.334), (-5.825, 2.334), (-5.825, 7.193), (-6.586, 7.193)]
130;100;;;0;0,44;[258, 259, 261, 260];[(-6.586, 7.193), (-5.825, 7.193), (-5.825, 7.774), (-6.586, 7.774)]
131;100;;;0;4,51;[260, 261, 263, 262];[(-6.586, 7.774), (-5.825, 7.774), (-5.825, 13.703), (-6.586, 13.703)]
132;100;;;0;0,61;[262, 263, 265, 264];[(-6.586, 13.703), (-5.825, 13.703), (-5.825, 14.501), (-6.586, 14.501)]
133;100;;;0;9,72;[262, 264, 267, 266];[(-6.586, 13.703), (-6.586, 14.501), (-18.771, 14.501), (-18.771, 13.703)]
134;100;;;0;0,50;[266, 267, 269, 268];[(-18.771, 13.703), (-18.771, 14.501), (-19.442, 14.41), (-19.442, 13.703)]
135;100;;;0;1,81;[268, 269, 271, 270];[(-19.442, 13.703), (-19.442, 14.41), (-21.999, 14.41), (-21.999, 13.703)]
136;100;;;0;0,23;[270, 271, 273, 272];[(-21.999, 13.703), (-21.999, 14.41), (-22.325, 14.41), (-22.325, 13.703)]
137;100;;;0;2,92;[272, 273, 275, 274];[(-22.325, 13.703), (-22.325, 14.41), (-26.459, 14.41), (-26.459, 13.703)]
138;100;;;0;0,39;[274, 275, 277, 276];[(-26.459, 13.703), (-26.459, 14.41), (-26.894, 14.791), (-26.894, 13.703)]
139;100;;;0;4,18;[276, 277, 279, 278];[(-26.894, 13.703), (-26.894, 14.791), (-30.739, 14.791), (-30.739, 13.703)]
140;100;;;0;0,26;[278, 279, 281, 280];[(-30.739, 13.703), (-30.739, 14.791), (-30.975, 14.791), (-30.975, 13.703)]
141;100;;;0;0,58;[280, 281, 283, 282];[(-30.975, 13.703), (-30.975, 14.791), (-31.683, 14.791), (-31.683, 14.245)]
142;100;;;0;0,09;[282, 283, 285, 284];[(-31.683, 14.245), (-31.683, 14.791), (-31.84, 14.791), (-31.84, 14.245)]
143;100;;;0;0,01;[285, 283, 288, 289];[(-31.84, 14.791), (-31.683, 14.791), (-31.683, 14.879), (-31.84, 14.879)]
144;100;;;0;0,06;[283, 281, 287, 288];[(-31.683, 14.791), (-30.975, 14.791), (-30.975, 14.879), (-31.683, 14.879)]
145;100;;;0;0,02;[281, 279, 286, 287];[(-30.975, 14.791), (-30.739, 14.791), (-30.739, 14.879), (-30.975, 14.879)]
146;100;;;0;0,02;[289, 288, 292, 293];[(-31.84, 14.879), (-31.683, 14.879), (-31.683, 15.028), (-31.84, 15.028)]
147;100;;;0;0,11;[288, 287, 291, 292];[(-31.683, 14.879), (-30.975, 14.879), (-30.975, 15.028), (-31.683, 15.028)]
148;100;;;0;0,04;[287, 286, 290, 291];[(-30.975, 14.879), (-30.739, 14.879), (-30.739, 15.028), (-30.975, 15.028)]
149;1;;;0;0,88;[294, 296, 299, 297];[(-32.428, 14.245), (-32.428, 14.879), (-33.82, 14.879), (-33.82, 14.245)]
150;100;;;0;0,33;[298, 295, 300, 301];[(-30.975, 0.125), (-31.683, 0.125), (-31.683, -0.436), (-31.215, -0.436)]
151;100;;;0;5,78;[204, 297, 299, 482, 484, 202];[(-42.928, 14.242), (-33.82, 14.245), (-33.82, 14.879), (-34.95, 14.878), (-40.037, 14.878), (-42.928, 14.877)]
152;100;;;0;9,81;[280, 282, 295, 298];[(-30.975, 13.703), (-31.683, 14.245), (-31.683, 0.125), (-30.975, 0.125)]
153;100;;;0;0,37;[284, 285, 289, 296, 294];[(-31.84, 14.245), (-31.84, 14.791), (-31.84, 14.879), (-32.428, 14.879), (-32.428, 14.245)]
154;100;;;0;5,04;[298, 301, 480, 478, 303, 302];[(-30.975, 0.125), (-31.215, -0.436), (-29.129, -0.436), (-24.037, -0.436), (-22.111, -0.436), (-22.111, 0.125)]
155;100;;;0;0,34;[302, 303, 305, 304];[(-22.111, 0.125), (-22.111, -0.436), (-21.513, -0.436), (-21.513, 0.125)]
156;100;;;0;2,51;[305, 303, 306, 307];[(-21.513, -0.436), (-22.111, -0.436), (-22.111, -4.637), (-21.513, -4.637)]
157;100;;;0;0,33;[307, 306, 308, 309];[(-21.513, -4.637), (-22.111, -4.637), (-22.111, -5.196), (-21.513, -5.196)]
158;100;;;0;1,21;[308, 306, 477, 310, 311];[(-22.111, -5.196), (-22.111, -4.637), (-24.037, -4.637), (-24.272, -4.637), (-24.272, -5.196)]
159;100;;;0;0,37;[311, 310, 312, 313];[(-24.272, -5.196), (-24.272, -4.637), (-24.937, -4.637), (-24.937, -5.196)]
160;100;;;0;9,80;[337, 336, 315, 314];[(-24.272, -5.364), (-24.937, -5.364), (-24.937, -20.11), (-24.272, -20.11)]
161;100;;;0;0,44;[314, 315, 317, 316];[(-24.272, -20.11), (-24.937, -20.11), (-24.937, -21.002), (-24.619, -21.002)]
162;100;;;0;1,14;[314, 316, 319, 318];[(-24.272, -20.11), (-24.619, -21.002), (-23.166, -21.002), (-23.166, -20.11)]
163;100;;;0;0,31;[318, 319, 321, 320];[(-23.166, -20.11), (-23.166, -21.002), (-22.816, -21.002), (-22.816, -20.11)]
164;100;;;0;1,69;[320, 321, 323, 322];[(-22.816, -20.11), (-22.816, -21.002), (-20.919, -21.002), (-20.919, -20.11)]
165;100;;;0;0,23;[322, 323, 325, 324];[(-20.919, -20.11), (-20.919, -21.002), (-20.665, -21.002), (-20.665, -20.11)]
166;100;;;0;12,62;[240, 242, 324, 325, 238];[(-6.586, -20.324), (-6.586, -20.114), (-20.665, -20.11), (-20.665, -21.002), (-6.586, -21.015)]
167;100;;;0;0,72;[301, 300, 326, 327];[(-31.215, -0.436), (-31.683, -0.436), (-31.683, -1.981), (-31.215, -1.981)]
168;1;;;0;0,66;[327, 326, 328, 329];[(-31.215, -1.981), (-31.683, -1.981), (-31.683, -3.396), (-31.215, -3.396)]
169;100;;;0;0,58;[329, 328, 330, 331];[(-31.215, -3.396), (-31.683, -3.396), (-31.683, -4.636), (-31.215, -4.636)]
170;100;;;0;0,06;[331, 330, 332, 333];[(-31.215, -4.636), (-31.683, -4.636), (-31.683, -4.762), (-31.215, -4.762)]
171;100;;;0;0,28;[333, 332, 334, 335];[(-31.215, -4.762), (-31.683, -4.762), (-31.683, -5.36), (-31.215, -5.36)]
172;100;;;0;0,11;[311, 313, 336, 337];[(-24.272, -5.196), (-24.937, -5.196), (-24.937, -5.364), (-24.272, -5.364)]
173;100;;;0;4,56;[312, 479, 331, 333, 335, 336, 313];[(-24.937, -4.637), (-29.129, -4.636), (-31.215, -4.636), (-31.215, -4.762), (-31.215, -5.36), (-24.937, -5.364), (-24.937, -5.196)]
174;100;;;0;1,09;[334, 332, 338, 339];[(-31.683, -5.36), (-31.683, -4.762), (-33.498, -4.762), (-33.498, -5.36)]
175;7;;;0;0,84;[339, 338, 340, 341];[(-33.498, -5.36), (-33.498, -4.762), (-34.904, -4.762), (-34.904, -5.36)]
176;100;;;0;3,79;[341, 340, 342, 343];[(-34.904, -5.36), (-34.904, -4.762), (-41.242, -4.762), (-41.242, -5.36)]
177;7;;;0;0,83;[343, 342, 344, 345];[(-41.242, -5.36), (-41.242, -4.762), (-42.638, -4.762), (-42.638, -5.36)]
178;100;;;0;0,17;[208, 345, 344, 206];[(-42.928, -5.363), (-42.638, -5.36), (-42.638, -4.762), (-42.928, -4.757)]
179;100;;;0;0,13;[316, 317, 347, 346];[(-24.619, -21.002), (-24.937, -21.002), (-24.937, -21.401), (-24.619, -21.401)]
180;7;;;0;0,41;[346, 347, 349, 348];[(-24.619, -21.401), (-24.937, -21.401), (-24.937, -22.688), (-24.619, -22.688)]
181;100;;;0;0,16;[348, 349, 351, 350];[(-24.619, -22.688), (-24.937, -22.688), (-24.937, -23.196), (-24.619, -23.196)]
182;100;;;0;0,11;[350, 351, 353, 352];[(-24.619, -23.196), (-24.937, -23.196), (-24.937, -23.541), (-24.619, -23.541)]
183;100;;;0;1,69;[353, 351, 388, 382, 354, 355];[(-24.937, -23.541), (-24.937, -23.196), (-25.956, -23.196), (-27.468, -23.196), (-29.85, -23.196), (-29.85, -23.541)]
184;100;;;0;1,59;[210, 212, 357, 356, 385, 389];[(-42.928, -23.197), (-42.928, -23.51), (-37.851, -23.51), (-37.851, -23.197), (-38.181, -23.197), (-39.707, -23.197)]
185;100;;;0;1,10;[218, 220, 359, 358];[(-25.617, -30.116), (-25.304, -30.116), (-25.304, -26.616), (-25.617, -26.616)]
186;100;;;0;0,05;[358, 359, 361, 360];[(-25.617, -26.616), (-25.304, -26.616), (-25.304, -26.453), (-25.617, -26.453)]
187;100;;;0;0,19;[361, 359, 362, 363];[(-25.304, -26.453), (-25.304, -26.616), (-24.162, -26.616), (-24.162, -26.453)]
188;7;;;0;0,14;[363, 362, 364, 365];[(-24.162, -26.453), (-24.162, -26.616), (-23.327, -26.616), (-23.327, -26.453)]
189;100;;;0;0,03;[365, 364, 366, 367];[(-23.327, -26.453), (-23.327, -26.616), (-23.164, -26.616), (-23.164, -26.453)]
190;100;;;0;0,06;[367, 366, 368, 369];[(-23.164, -26.453), (-23.164, -26.616), (-22.82, -26.616), (-22.82, -26.453)]
191;100;;;0;1,71;[224, 368, 366, 364, 222];[(-22.82, -29.953), (-22.82, -26.616), (-23.164, -26.616), (-23.327, -26.616), (-23.309, -30.116)]
192;100;;;0;1,39;[367, 369, 371, 370];[(-23.164, -26.453), (-22.82, -26.453), (-22.82, -22.41), (-23.164, -22.41)]
193;2;;;0;0,34;[370, 371, 373, 372];[(-23.164, -22.41), (-22.82, -22.41), (-22.82, -21.43), (-23.164, -21.43)]
194;100;;;0;0,15;[319, 372, 373, 321];[(-23.166, -21.002), (-23.164, -21.43), (-22.82, -21.43), (-22.816, -21.002)]
