ID;roomID;roomNo;Description;areClosed;Area (m2);Vertex_Indices;World_Coords_XY
14;100;;;0;0,29;[926, 925, 31, 30];[(1.941, 1.376), (1.941, 0.683), (2.362, 0.683), (2.362, 1.376)]
15;100;;;0;0,17;[30, 31, 33, 32];[(2.362, 1.376), (2.362, 0.683), (2.602, 0.683), (2.602, 1.376)]
16;100;;;0;3,73;[32, 33, 35, 34];[(2.602, 1.376), (2.602, 0.683), (7.995, 0.683), (7.995, 1.376)]
17;100;;;0;0,39;[34, 35, 37, 36];[(7.995, 1.376), (7.995, 0.683), (8.563, 0.683), (8.563, 1.376)]
18;100;;;0;1,00;[34, 36, 39, 38];[(7.995, 1.376), (8.563, 1.376), (8.563, 3.132), (7.995, 3.132)]
19;100;;;0;0,26;[38, 39, 41, 40];[(7.995, 3.132), (8.563, 3.132), (8.563, 3.591), (7.995, 3.591)]
20;100;;;0;0,07;[38, 40, 43, 42];[(7.995, 3.132), (7.995, 3.591), (7.834, 3.591), (7.834, 3.132)]
21;100;;;0;3,44;[49, 45, 44, 52];[(8.563, 5.987), (8.563, 5.231), (13.11, 5.231), (13.11, 5.987)]
22;100;;;0;0,11;[52, 44, 53, 54];[(13.11, 5.987), (13.11, 5.231), (13.259, 5.231), (13.259, 5.987)]
23;100;;;0;1,19;[40, 41, 45, 46, 43];[(7.995, 3.591), (8.563, 3.591), (8.563, 5.231), (7.834, 5.231), (7.834, 3.591)]
24;100;;;0;0,53;[45, 49, 51, 50, 48, 47, 46];[(8.563, 5.231), (8.563, 5.987), (8.354, 5.987), (7.985, 5.987), (7.985, 5.85), (7.834, 5.85), (7.834, 5.231)]
25;100;;;0;3,72;[54, 53, 55, 56];[(13.259, 5.987), (13.259, 5.231), (18.182, 5.231), (18.182, 5.987)]
26;100;;;0;0,13;[56, 55, 57, 58];[(18.182, 5.987), (18.182, 5.231), (18.348, 5.231), (18.348, 5.987)]
27;100;;;0;7,38;[58, 57, 59, 60];[(18.348, 5.987), (18.348, 5.231), (28.107, 5.257), (28.107, 6.013)]
28;100;;;0;1,79;[63, 59, 61, 65];[(28.745, 5.257), (28.107, 5.257), (28.107, 2.45), (28.745, 2.45)]
29;100;;;0;0,15;[65, 61, 66, 67];[(28.745, 2.45), (28.107, 2.45), (28.107, 2.211), (28.745, 2.211)]
30;100;;;0;0,48;[59, 63, 64, 62, 60];[(28.107, 5.257), (28.745, 5.257), (28.745, 6.013), (28.256, 6.013), (28.107, 6.013)]
31;100;;;0;3,12;[67, 66, 68, 69];[(28.745, 2.211), (28.107, 2.211), (28.107, -2.675), (28.745, -2.675)]
32;100;;;0;0,15;[69, 68, 70, 71];[(28.745, -2.675), (28.107, -2.675), (28.107, -2.914), (28.745, -2.914)]
33;100;;;0;3,13;[71, 70, 72, 73];[(28.745, -2.914), (28.107, -2.914), (28.107, -7.825), (28.745, -7.825)]
34;100;;;0;0,09;[73, 72, 74, 75];[(28.745, -7.825), (28.107, -7.825), (28.107, -7.964), (28.745, -7.964)]
35;100;;;0;3,15;[75, 74, 76, 77];[(28.745, -7.964), (28.107, -7.964), (28.107, -12.9), (28.745, -12.9)]
36;100;;;0;0,39;[77, 76, 78, 79];[(28.745, -12.9), (28.107, -12.9), (28.107, -13.512), (28.745, -13.512)]
37;100;;;0;2,45;[77, 79, 81, 80];[(28.745, -12.9), (28.745, -13.512), (32.746, -13.512), (32.746, -12.9)]
38;100;;;0;0,24;[80, 81, 83, 82];[(32.746, -12.9), (32.746, -13.512), (33.14, -13.512), (33.14, -12.9)]
39;100;;;0;1,19;[82, 83, 85, 84];[(33.14, -12.9), (33.14, -13.512), (35.085, -13.512), (35.085, -12.9)]
40;100;;;0;0,25;[84, 85, 87, 86];[(35.085, -12.9), (35.085, -13.512), (35.486, -13.512), (35.486, -12.9)]
41;100;;;0;2,51;[86, 87, 89, 88];[(35.486, -12.9), (35.486, -13.512), (39.589, -13.512), (39.589, -12.9)]
42;100;;;0;0,40;[88, 89, 91, 90];[(39.589, -12.9), (39.589, -13.512), (40.237, -13.512), (40.237, -12.9)]
43;100;;;0;2,49;[88, 90, 93, 92];[(39.589, -12.9), (40.237, -12.9), (40.237, -9.06), (39.589, -9.06)]
44;100;;;0;0,07;[92, 93, 95, 94];[(39.589, -9.06), (40.237, -9.06), (40.237, -8.958), (39.589, -8.958)]
45;100;;;0;2,41;[94, 95, 97, 96];[(39.589, -8.958), (40.237, -8.958), (40.237, -5.241), (39.589, -5.241)]
46;100;;;0;0,07;[96, 97, 99, 98];[(39.589, -5.241), (40.237, -5.241), (40.237, -5.139), (39.589, -5.139)]
47;100;;;0;2,32;[98, 99, 101, 100];[(39.589, -5.139), (40.237, -5.139), (40.237, -1.561), (39.589, -1.561)]
48;100;;;0;0,93;[105, 101, 103, 106];[(40.237, -0.835), (40.237, -1.561), (41.523, -1.561), (41.523, -0.835)]
49;100;;;0;0,47;[106, 103, 107, 108];[(41.523, -0.835), (41.523, -1.561), (42.17, -1.561), (42.17, -0.835)]
50;100;;;0;0,47;[101, 105, 104, 102, 100];[(40.237, -1.561), (40.237, -0.835), (39.589, -0.835), (39.589, -1.238), (39.589, -1.561)]
51;100;;;0;1,89;[106, 108, 110, 109];[(41.523, -0.835), (42.17, -0.835), (42.17, 2.085), (41.523, 2.085)]
52;100;;;0;0,45;[109, 110, 112, 111];[(41.523, 2.085), (42.17, 2.085), (42.17, 2.785), (41.523, 2.785)]
53;100;;;0;0,89;[109, 111, 114, 113];[(41.523, 2.085), (41.523, 2.785), (40.246, 2.785), (40.246, 2.085)]
54;100;;;0;0,45;[113, 114, 116, 877, 115];[(40.246, 2.085), (40.246, 2.785), (39.599, 2.785), (39.599, 2.486), (39.599, 2.085)]
55;100;;;0;4,65;[116, 114, 117, 118];[(39.599, 2.785), (40.246, 2.785), (40.246, 9.964), (39.599, 9.964)]
56;100;;;0;0,51;[118, 117, 119, 120];[(39.599, 9.964), (40.246, 9.964), (40.246, 10.751), (39.599, 10.751)]
57;100;;;0;3,15;[118, 120, 122, 121];[(39.599, 9.964), (39.599, 10.751), (35.594, 10.751), (35.594, 9.964)]
58;100;;;0;0,39;[121, 122, 124, 125, 123];[(35.594, 9.964), (35.594, 10.751), (35.095, 10.751), (35.095, 10.043), (35.095, 9.964)]
59;100;;;0;1,34;[125, 124, 126, 127];[(35.095, 10.043), (35.095, 10.751), (33.207, 10.751), (33.207, 10.043)]
60;100;;;0;0,99;[130, 126, 128, 137];[(32.595, 10.751), (33.207, 10.751), (33.207, 12.378), (32.595, 12.378)]
61;100;;;0;0,29;[137, 128, 138, 139];[(32.595, 12.378), (33.207, 12.378), (33.207, 12.859), (32.595, 12.859)]
62;100;;;0;0,06;[129, 131, 133, 132];[(33.14, 10.043), (32.722, 10.043), (32.722, 9.895), (33.14, 9.895)]
63;100;;;0;0,07;[131, 134, 136, 135];[(32.722, 10.043), (32.595, 10.397), (32.451, 10.397), (32.451, 10.043)]
64;100;;;0;0,41;[126, 130, 134, 131, 129, 127];[(33.207, 10.751), (32.595, 10.751), (32.595, 10.397), (32.722, 10.043), (33.14, 10.043), (33.207, 10.043)]
65;100;;;0;2,49;[139, 138, 140, 141];[(32.595, 12.859), (33.207, 12.859), (33.207, 16.925), (32.595, 16.925)]
66;100;;;0;0,47;[141, 140, 142, 143];[(32.595, 16.925), (33.207, 16.925), (33.207, 17.686), (32.595, 17.686)]
67;100;;;0;3,60;[141, 143, 145, 144];[(32.595, 16.925), (32.595, 17.686), (27.864, 17.686), (27.864, 16.925)]
68;100;;;0;0,09;[144, 145, 147, 146];[(27.864, 16.925), (27.864, 17.686), (27.742, 17.686), (27.742, 16.925)]
69;100;;;0;1,77;[146, 147, 149, 148];[(27.742, 16.925), (27.742, 17.686), (25.416, 17.686), (25.416, 16.925)]
70;100;;;0;0,08;[148, 149, 151, 150];[(25.416, 16.925), (25.416, 17.686), (25.311, 17.686), (25.311, 16.925)]
71;100;;;0;1,76;[150, 151, 153, 152];[(25.311, 16.925), (25.311, 17.686), (22.994, 17.686), (22.994, 16.925)]
72;100;;;0;0,07;[152, 153, 155, 154];[(22.994, 16.925), (22.994, 17.686), (22.897, 17.686), (22.897, 16.925)]
73;100;;;0;3,62;[154, 155, 157, 156];[(22.897, 16.925), (22.897, 17.686), (18.14, 17.686), (18.14, 16.925)]
74;100;;;0;0,05;[156, 157, 159, 158];[(18.14, 16.925), (18.14, 17.686), (18.07, 17.686), (18.07, 16.925)]
75;100;;;0;1,34;[158, 159, 161, 160];[(18.07, 16.925), (18.07, 17.686), (16.313, 17.686), (16.313, 16.925)]
76;100;;;0;0,08;[160, 161, 163, 162];[(16.313, 16.925), (16.313, 17.686), (16.208, 17.686), (16.208, 16.925)]
77;100;;;0;2,46;[162, 163, 165, 164];[(16.208, 16.925), (16.208, 17.686), (12.972, 17.686), (12.972, 16.925)]
78;100;;;0;0,08;[164, 165, 167, 166];[(12.972, 16.925), (12.972, 17.686), (12.867, 17.686), (12.867, 16.925)]
79;100;;;0;1,60;[166, 167, 169, 168];[(12.867, 16.925), (12.867, 17.686), (10.76, 17.686), (10.76, 16.925)]
80;100;;;0;0,07;[168, 169, 171, 170];[(10.76, 16.925), (10.76, 17.686), (10.664, 17.686), (10.664, 16.925)]
81;100;;;0;1,73;[170, 171, 173, 172];[(10.664, 16.925), (10.664, 17.686), (8.39, 17.686), (8.39, 16.925)]
82;100;;;0;0,08;[172, 173, 175, 174];[(8.39, 16.925), (8.39, 17.686), (8.285, 17.686), (8.285, 16.925)]
83;100;;;0;2,07;[174, 175, 177, 176];[(8.285, 16.925), (8.285, 17.686), (5.566, 17.686), (5.566, 16.925)]
84;100;;;0;0,19;[176, 177, 179, 178];[(5.566, 16.925), (5.566, 17.686), (5.321, 17.686), (5.321, 16.925)]
85;100;;;0;1,68;[178, 179, 181, 180];[(5.321, 16.925), (5.321, 17.686), (3.109, 17.686), (3.109, 16.925)]
86;100;;;0;0,70;[185, 181, 183, 186];[(2.54, 17.686), (3.109, 17.686), (3.109, 18.91), (2.54, 18.91)]
87;100;;;0;0,44;[186, 183, 187, 188];[(2.54, 18.91), (3.109, 18.91), (3.109, 19.68), (2.54, 19.68)]
88;100;;;0;0,43;[181, 185, 184, 182, 180];[(3.109, 17.686), (2.54, 17.686), (2.54, 16.925), (2.942, 16.925), (3.109, 16.925)]
89;100;;;0;3,29;[186, 188, 190, 189];[(2.54, 18.91), (2.54, 19.68), (-1.736, 19.68), (-1.736, 18.91)]
90;100;;;0;0,45;[189, 190, 192, 191];[(-1.736, 18.91), (-1.736, 19.68), (-2.319, 19.68), (-2.319, 18.91)]
91;100;;;0;0,77;[189, 191, 194, 193];[(-1.736, 18.91), (-2.319, 18.91), (-2.319, 17.584), (-1.736, 17.584)]
92;100;;;0;0,45;[193, 194, 196, 197, 195];[(-1.736, 17.584), (-2.319, 17.584), (-2.319, 16.819), (-2.122, 16.819), (-1.736, 16.819)]
93;100;;;0;1,61;[196, 194, 198, 199];[(-2.319, 16.819), (-2.319, 17.584), (-4.418, 17.584), (-4.418, 16.819)]
94;100;;;0;0,17;[199, 198, 200, 201];[(-4.418, 16.819), (-4.418, 17.584), (-4.636, 17.584), (-4.636, 16.819)]
95;100;;;0;1,79;[201, 200, 202, 203];[(-4.636, 16.819), (-4.636, 17.584), (-6.976, 17.584), (-6.976, 16.819)]
96;100;;;0;0,27;[203, 202, 204, 205];[(-6.976, 16.819), (-6.976, 17.584), (-7.332, 17.584), (-7.332, 16.819)]
97;100;;;0;3,61;[205, 204, 206, 207];[(-7.332, 16.819), (-7.332, 17.584), (-12.047, 17.584), (-12.047, 16.819)]
98;100;;;0;0,26;[207, 206, 208, 209];[(-12.047, 16.819), (-12.047, 17.584), (-12.39, 17.584), (-12.39, 16.819)]
99;100;;;0;3,59;[209, 208, 210, 211];[(-12.39, 16.819), (-12.39, 17.584), (-17.083, 17.584), (-17.083, 16.819)]
100;100;;;0;0,13;[211, 210, 212, 213];[(-17.083, 16.819), (-17.083, 17.584), (-17.258, 17.584), (-17.258, 16.819)]
101;100;;;0;11,11;[213, 212, 214, 215];[(-17.258, 16.819), (-17.258, 17.584), (-31.779, 17.584), (-31.779, 16.819)]
102;100;;;0;0,49;[215, 214, 216, 217];[(-31.779, 16.819), (-31.779, 17.584), (-32.413, 17.584), (-32.413, 16.819)]
103;100;;;0;2,53;[215, 217, 219, 218];[(-31.779, 16.819), (-32.413, 16.819), (-32.413, 12.83), (-31.779, 12.83)]
104;100;;;0;0,30;[218, 219, 221, 220];[(-31.779, 12.83), (-32.413, 12.83), (-32.413, 12.361), (-31.779, 12.361)]
105;100;;;0;1,02;[220, 221, 223, 222];[(-31.779, 12.361), (-32.413, 12.361), (-32.413, 10.751), (-31.779, 10.751)]
106;100;;;0;0,48;[222, 223, 230, 225, 224];[(-31.779, 10.751), (-32.413, 10.751), (-32.413, 10.663), (-32.413, 10.0), (-31.779, 10.0)]
107;100;;;0;0,12;[222, 224, 227, 226];[(-31.779, 10.751), (-31.779, 10.0), (-31.618, 10.0), (-31.618, 10.751)]
108;100;;;0;0,07;[224, 225, 229, 228];[(-31.779, 10.0), (-32.413, 10.0), (-32.413, 9.891), (-31.779, 9.891)]
109;100;;;0;1,29;[225, 230, 232, 231];[(-32.413, 10.0), (-32.413, 10.663), (-34.359, 10.663), (-34.359, 10.0)]
110;100;;;0;0,27;[231, 232, 234, 233];[(-34.359, 10.0), (-34.359, 10.663), (-34.767, 10.663), (-34.767, 10.0)]
111;100;;;0;2,67;[233, 234, 236, 235];[(-34.767, 10.0), (-34.767, 10.663), (-38.797, 10.663), (-38.797, 10.0)]
112;100;;;0;0,43;[235, 236, 238, 237];[(-38.797, 10.0), (-38.797, 10.663), (-39.446, 10.663), (-39.446, 10.0)]
113;100;;;0;1,35;[235, 237, 240, 239];[(-38.797, 10.0), (-39.446, 10.0), (-39.446, 7.923), (-38.797, 7.923)]
114;100;;;0;1,68;[244, 242, 241, 245];[(-38.65, 7.62), (-39.446, 7.62), (-39.446, 5.511), (-38.65, 5.511)]
115;100;;;0;0,38;[245, 241, 246, 247, 529];[(-38.65, 5.511), (-39.446, 5.511), (-39.446, 5.029), (-38.65, 5.029), (-38.65, 5.381)]
116;100;;;0;0,24;[242, 244, 243, 239, 240];[(-39.446, 7.62), (-38.65, 7.62), (-38.65, 7.923), (-38.797, 7.923), (-39.446, 7.923)]
117;100;;;0;1,83;[247, 246, 248, 249];[(-38.65, 5.029), (-39.446, 5.029), (-39.446, 2.731), (-38.65, 2.731)]
118;100;;;0;0,58;[248, 251, 252, 250, 249];[(-39.446, 2.731), (-39.446, 2.0), (-38.65, 2.0), (-38.65, 2.615), (-38.65, 2.731)]
119;100;;;0;1,09;[251, 248, 253, 254];[(-39.446, 2.0), (-39.446, 2.731), (-40.932, 2.731), (-40.932, 2.0)]
120;100;;;0;0,47;[254, 253, 255, 256];[(-40.932, 2.0), (-40.932, 2.731), (-41.579, 2.731), (-41.579, 2.0)]
121;100;;;0;0,44;[254, 256, 258, 505, 257];[(-40.932, 2.0), (-41.579, 2.0), (-41.579, 1.326), (-41.038, 1.326), (-40.932, 1.326)]
122;100;;;0;0,35;[258, 256, 259, 260];[(-41.579, 1.326), (-41.579, 2.0), (-42.104, 2.0), (-42.104, 1.326)]
123;100;;;0;0,40;[260, 259, 261, 262];[(-42.104, 1.326), (-42.104, 2.0), (-42.698, 2.0), (-42.698, 1.326)]
124;100;;;0;0,89;[260, 262, 264, 263];[(-42.104, 1.326), (-42.698, 1.326), (-42.698, -0.169), (-42.104, -0.169)]
125;100;;;0;0,39;[263, 264, 266, 265];[(-42.104, -0.169), (-42.698, -0.169), (-42.698, -0.825), (-42.104, -0.825)]
126;100;;;0;0,34;[263, 265, 268, 267];[(-42.104, -0.169), (-42.104, -0.825), (-41.588, -0.825), (-41.588, -0.169)]
127;100;;;0;0,43;[267, 268, 270, 269, 500];[(-41.588, -0.169), (-41.588, -0.825), (-40.932, -0.825), (-40.932, -0.169), (-41.042, -0.169)]
128;100;;;0;0,50;[270, 268, 271, 272];[(-40.932, -0.825), (-41.588, -0.825), (-41.588, -1.586), (-40.932, -1.586)]
129;100;;;0;1,12;[270, 272, 274, 273];[(-40.932, -0.825), (-40.932, -1.586), (-39.463, -1.586), (-39.463, -0.825)]
130;100;;;0;0,50;[273, 274, 276, 277, 275];[(-39.463, -0.825), (-39.463, -1.586), (-38.807, -1.586), (-38.807, -1.311), (-38.807, -0.825)]
131;100;;;0;7,42;[276, 274, 278, 279];[(-38.807, -1.586), (-39.463, -1.586), (-39.463, -12.904), (-38.807, -12.904)]
132;100;;;0;0,39;[279, 278, 280, 281];[(-38.807, -12.904), (-39.463, -12.904), (-39.463, -13.501), (-38.807, -13.501)]
133;100;;;0;2,41;[279, 281, 283, 282];[(-38.807, -12.904), (-38.807, -13.501), (-34.77, -13.501), (-34.77, -12.904)]
134;100;;;0;0,26;[282, 283, 285, 284];[(-34.77, -12.904), (-34.77, -13.501), (-34.34, -13.501), (-34.34, -12.904)]
135;100;;;0;1,17;[284, 285, 287, 286];[(-34.34, -12.904), (-34.34, -13.501), (-32.387, -13.501), (-32.387, -12.904)]
136;100;;;0;0,25;[286, 287, 289, 288];[(-32.387, -12.904), (-32.387, -13.501), (-31.965, -13.501), (-31.965, -12.904)]
137;100;;;0;2,39;[288, 289, 291, 290];[(-31.965, -12.904), (-31.965, -13.501), (-27.964, -13.501), (-27.964, -12.904)]
138;100;;;0;0,41;[290, 291, 293, 292];[(-27.964, -12.904), (-27.964, -13.501), (-27.279, -13.501), (-27.279, -12.904)]
139;100;;;0;6,85;[290, 292, 295, 294];[(-27.964, -12.904), (-27.279, -12.904), (-27.279, -2.899), (-27.964, -2.899)]
140;100;;;0;0,14;[294, 295, 297, 296];[(-27.964, -2.899), (-27.279, -2.899), (-27.279, -2.695), (-27.964, -2.695)]
141;100;;;0;5,43;[296, 297, 299, 298];[(-27.964, -2.695), (-27.279, -2.695), (-27.279, 5.238), (-27.964, 5.238)]
142;100;;;0;0,51;[298, 299, 301, 302, 300];[(-27.964, 5.238), (-27.279, 5.238), (-27.279, 5.989), (-27.483, 5.989), (-27.964, 5.989)]
143;100;;;0;1,76;[301, 299, 303, 304];[(-27.279, 5.989), (-27.279, 5.238), (-24.939, 5.238), (-24.939, 5.989)]
144;100;;;0;0,13;[304, 303, 305, 306];[(-24.939, 5.989), (-24.939, 5.238), (-24.761, 5.238), (-24.761, 5.989)]
145;100;;;0;1,60;[306, 305, 307, 308];[(-24.761, 5.989), (-24.761, 5.238), (-22.63, 5.238), (-22.63, 5.989)]
146;100;;;0;0,13;[308, 307, 309, 310];[(-22.63, 5.989), (-22.63, 5.238), (-22.452, 5.238), (-22.452, 5.989)]
147;100;;;0;3,68;[310, 309, 311, 312];[(-22.452, 5.989), (-22.452, 5.238), (-17.551, 5.238), (-17.551, 5.989)]
148;100;;;0;0,13;[312, 311, 313, 314];[(-17.551, 5.989), (-17.551, 5.238), (-17.384, 5.238), (-17.384, 5.989)]
149;100;;;0;3,65;[3, 314, 313, 2];[(-12.503, 6.003), (-17.384, 5.989), (-17.384, 5.238), (-12.503, 5.258)]
150;100;;;0;0,72;[22, 24, 316, 315];[(-1.785, 1.376), (-1.46, 1.376), (-1.46, 3.59), (-1.785, 3.59)]
151;100;;;0;0,25;[315, 316, 318, 317];[(-1.785, 3.59), (-1.46, 3.59), (-1.46, 4.348), (-1.785, 4.348)]
152;100;;;0;0,13;[315, 317, 320, 319];[(-1.785, 3.59), (-1.785, 4.348), (-1.953, 4.348), (-1.953, 3.59)]
153;100;;;0;0,18;[318, 316, 321, 322];[(-1.46, 4.348), (-1.46, 3.59), (-1.227, 3.59), (-1.227, 4.348)]
154;100;;;0;0,65;[326, 323, 324, 332, 327];[(-2.091, 4.515), (-1.785, 4.515), (-1.785, 6.636), (-1.868, 6.636), (-2.091, 6.636)]
155;100;;;0;0,04;[332, 324, 328, 333];[(-1.868, 6.636), (-1.785, 6.636), (-1.785, 7.124), (-1.868, 7.124)]
156;100;;;0;0,05;[323, 326, 325, 320, 317];[(-1.785, 4.515), (-2.091, 4.515), (-2.091, 4.348), (-1.953, 4.348), (-1.785, 4.348)]
157;100;;;0;0,07;[328, 324, 330, 331];[(-1.785, 7.124), (-1.785, 6.636), (-1.647, 6.636), (-1.647, 7.124)]
158;100;;;0;0,11;[327, 332, 333, 329];[(-2.091, 6.636), (-1.868, 6.636), (-1.868, 7.124), (-2.091, 7.124)]
159;100;;;0;0,18;[333, 328, 334, 335];[(-1.868, 7.124), (-1.785, 7.124), (-1.785, 9.307), (-1.868, 9.307)]
160;1;;;0;0,16;[351, 350, 360, 361];[(-5.093, 9.894), (-5.093, 10.035), (-6.192, 10.035), (-6.192, 9.894)]
161;100;;;0;0,12;[359, 357, 350, 351];[(-4.224, 9.894), (-4.224, 10.035), (-5.093, 10.035), (-5.093, 9.894)]
162;1;;;0;0,61;[345, 341, 337, 336];[(-2.336, 9.477), (-2.336, 10.035), (-3.435, 10.035), (-3.435, 9.477)]
163;100;;;0;0,14;[336, 337, 346, 347];[(-3.435, 9.477), (-3.435, 10.035), (-3.678, 10.035), (-3.678, 9.477)]
164;100;;;0;0,32;[344, 343, 335, 334, 340, 342, 348, 349];[(-2.081, 9.477), (-2.081, 9.307), (-1.868, 9.307), (-1.785, 9.307), (-1.646, 9.307), (-1.646, 9.58), (-1.646, 10.035), (-2.081, 10.035)]
165;100;;;0;0,14;[344, 349, 341, 345];[(-2.081, 9.477), (-2.081, 10.035), (-2.336, 10.035), (-2.336, 9.477)]
166;100;;;0;0,29;[346, 354, 355, 356, 353, 352, 347];[(-3.678, 10.035), (-4.103, 10.035), (-4.103, 9.519), (-4.103, 9.349), (-3.799, 9.349), (-3.678, 9.349), (-3.678, 9.477)]
167;100;;;0;0,20;[348, 342, 339, 338];[(-1.646, 10.035), (-1.646, 9.58), (-1.214, 9.58), (-1.214, 10.035)]
168;100;;;0;0,06;[355, 354, 357, 359, 358];[(-4.103, 9.519), (-4.103, 10.035), (-4.224, 10.035), (-4.224, 9.894), (-4.224, 9.519)]
169;1;;;0;0,40;[367, 365, 395, 396];[(-8.468, 10.002), (-8.468, 10.448), (-9.357, 10.448), (-9.357, 10.002)]
170;100;;;0;0,08;[361, 360, 362, 363];[(-6.192, 9.894), (-6.192, 10.035), (-6.775, 10.035), (-6.775, 9.894)]
171;100;;;0;0,07;[407, 406, 408, 409];[(-12.352, 10.002), (-12.352, 10.448), (-12.505, 10.448), (-12.505, 10.002)]
172;100;;;0;0,20;[366, 364, 368, 370, 369];[(-7.418, 10.002), (-6.951, 10.035), (-6.951, 10.448), (-7.363, 10.448), (-7.418, 10.448)]
173;1;;;0;0,44;[576, 575, 585, 586];[(-6.15, 12.83), (-6.15, 12.361), (-5.221, 12.361), (-5.221, 12.83)]
174;100;;;0;0,47;[366, 369, 365, 367];[(-7.418, 10.002), (-7.418, 10.448), (-8.468, 10.448), (-8.468, 10.002)]
175;100;;;0;0,30;[364, 366, 375, 374, 373, 363, 362];[(-6.951, 10.035), (-7.418, 10.002), (-7.418, 9.56), (-6.92, 9.56), (-6.775, 9.56), (-6.775, 9.894), (-6.775, 10.035)]
176;100;;;0;0,35;[1, 6, 377, 376];[(-7.431, 6.003), (-6.917, 6.003), (-6.917, 6.675), (-7.431, 6.675)]
177;100;;;0;0,22;[376, 377, 379, 378];[(-7.431, 6.675), (-6.917, 6.675), (-6.917, 7.095), (-7.431, 7.095)]
178;100;;;0;1,25;[375, 378, 379, 374];[(-7.418, 9.56), (-7.431, 7.095), (-6.917, 7.095), (-6.92, 9.56)]
179;100;;;0;0,06;[379, 377, 380, 382, 381];[(-6.917, 7.095), (-6.917, 6.675), (-6.77, 6.675), (-6.77, 6.83), (-6.77, 7.095)]
180;100;;;0;0,09;[382, 380, 383, 384];[(-6.77, 6.83), (-6.77, 6.675), (-6.157, 6.675), (-6.157, 6.83)]
181;8;;;0;0,16;[384, 383, 385, 386];[(-6.157, 6.83), (-6.157, 6.675), (-5.155, 6.675), (-5.155, 6.83)]
182;100;;;0;0,16;[386, 385, 387, 388];[(-5.155, 6.83), (-5.155, 6.675), (-4.113, 6.675), (-4.113, 6.83)]
183;100;;;0;0,05;[388, 387, 389, 390];[(-4.113, 6.83), (-4.113, 6.675), (-3.803, 6.675), (-3.803, 6.83)]
184;100;;;0;0,09;[388, 390, 392, 391];[(-4.113, 6.83), (-3.803, 6.83), (-3.803, 7.134), (-4.113, 7.134)]
185;100;;;0;0,68;[356, 391, 392, 353];[(-4.103, 9.349), (-4.113, 7.134), (-3.803, 7.134), (-3.799, 9.349)]
186;100;;;0;0,67;[389, 387, 393, 394];[(-3.803, 6.675), (-4.113, 6.675), (-4.113, 4.513), (-3.803, 4.513)]
187;100;;;0;0,38;[409, 408, 410, 411];[(-12.505, 10.002), (-12.505, 10.448), (-13.357, 10.448), (-13.357, 10.002)]
188;100;;;0;0,66;[393, 403, 404, 405, 398, 397, 394];[(-4.113, 4.513), (-4.113, 3.59), (-3.706, 3.59), (-3.402, 3.59), (-3.402, 4.349), (-3.402, 4.513), (-3.803, 4.513)]
189;100;;;0;0,03;[397, 398, 400, 399];[(-3.402, 4.513), (-3.402, 4.349), (-3.19, 4.349), (-3.19, 4.513)]
190;15;;;0;0,16;[399, 400, 402, 401];[(-3.19, 4.513), (-3.19, 4.349), (-2.2, 4.349), (-2.2, 4.513)]
191;100;;;0;0,02;[326, 401, 402, 325];[(-2.091, 4.515), (-2.2, 4.513), (-2.2, 4.349), (-2.091, 4.348)]
